cust_id,country,cur_type,amt,times
03c1862d9e5642f4048fef7eb50320d696859caa39c4c66ee9d275d491c4786b,1.0,1.0,72401.59695817491,526
03c4c091ca95e81bc5c849d760270092654967dbba2fe057d6529b77eb64592e,0.6180555555555556,0.8819444444444444,39015.020833333336,144
03ce53f74b4ae2d6860bba171942cc6de335ea1eeb22a175d5cfe82fdf264e81,1.0,1.0,198.67605633802816,71
03d1948a0ef83968ab0c2b615076e0b523e240a727d8b0c772a88c1fccbea96e,0.9976303317535545,1.0,3819.3815165876777,422
03d4cbfcb065501bebb2b75ea4df2b779df0192a183af30d3b7c00c7b0020a82,1.0,1.0,4858.803921568628,51
03d86245051361d3f670f483fe9933db7fa3c5fe845eda58cb17bf99e0b9dfa7,1.0,1.0,2907.0,12
03da3ba7b01245a57b06015b7860caf7e17f291662df5be620a2467797d4c246,0.9708333333333333,1.0,848.7708333333334,240
042335ff845476d4f10304204bb4ea528a6fa06473b6e244b62fdaaa57f460f7,0.9,0.9,2729.9,10
0430c6945fe02cdff0647386554d51f08dc01e26ace7f5c70f73b7abfc07c120,0.7878787878787878,1.0,3992.3939393939395,33
0441bc340966a8376d2ffca0eb02515e3dd680a50912cd9b730e4c331bd333eb,1.0,1.0,28453.315789473683,76
045e7f52ca4a7779b25a88a790e724866bd31c3f0b893d4751ed0667543decae,0.6188235294117647,1.0,2846.9670588235294,425
046e9500a7bf3bf99514928be693fd59dbf5179b1f0a66a2975ca752b7d052cb,0.6875,0.90625,325.4583333333333,96
048e55d7ca9864785415543d59da2399b233b78a4ddc082e4727b7fa99d98b09,0.948936170212766,1.0,935.0113475177305,705
04ac4e9d22843711c4c1276de3b55c377016e2158f280f1281ca3b17b018e994,0.9785714285714285,1.0,4713.538095238096,840
04b636a1f8774a94db203aded6e260df7004e31ac9bd0e5651fb156b6b25de48,1.0,1.0,3671.1935483870966,31
04ba5e7e33329bff3a79254454d36a38217791b93f5d5b0abea8f62d3682eecb,1.0,1.0,3052.8308605341244,337
04df135c901b28a020026a35fcfc6e71a701b82bd0d25747f018bb0174398b56,1.0,1.0,1427.3155737704917,244
0521dfdb616b74903f5e463457be17b389c6da06c120d71a86e55852fb81a361,1.0,1.0,1900.0,3
052627109603bcc1e31566b124ceb39a0e66906cfa523bf80f4bb295c30a4a39,1.0,1.0,1676.3333333333333,39
052e8d4290730f09b71cb2624afadab8c78fa6953c48292470542c6857885afd,0.6526162790697675,0.9767441860465116,1626.1380813953488,688
056236c14640433c5d6d623e4636326cfe209d54413ca2b1bcb0d4c0cf3f8b8d,0.7930232558139535,0.9976744186046511,3001.295348837209,430
0574373b6bbbc3da877f52a20f1696aa08bb2778a10d0b788f8365795faeb303,1.0,1.0,4385.87037037037,54
0587f3c97ae1cc71be5d02217203138d761340374860d0337c5a94f914a6d398,1.0,1.0,3897.6666666666665,9
058ed3b7b1168ed02e3b633e912503922cf2087d0633ea28209351bfc84ab445,0.9833333333333333,0.9833333333333333,2290.741666666667,120
059433e8731a356660c9f013390636c3a5a505a335c8ca51705bce025d8b10ac,1.0,1.0,5744.0,3
059b2971aeba1262c2b36fb89e9633f55b6451e66feaa65e6ec7a8b21afa9ab2,1.0,1.0,1425.15,20
05a6661c509976544d8f1754e604b1d25454d7ed8a60c4309ff6ac2120cdc821,1.0,1.0,517.0,17
05b1aa417dac0ab2b3c5dffd7f742c9d409d704f19d80d62f93b04bbd7618d81,1.0,1.0,86988.78947368421,114
05ce462823caeaa9327b3f5f9b4d4f54be77b44122a6a4b21ea14e93163317e8,0.782608695652174,0.8913043478260869,70234.48913043478,92
05d96a261bc459a0eae8a070afddaf562353c5db307203b3aaf757c4c72f7a74,0.8990825688073395,1.0,4629.94495412844,109
05da2bb9577e030b031adbfcc7cefc876f95447fe92faacfab76b4f150ea5071,1.0,1.0,2209.6315789473683,38
05e63533cde847c6f93d9b78ee8d6a1ef50d99ddafb7dea32fb96c46e52323df,0.9747899159663865,1.0,1252.7983193277312,119
0603192160d27b90f31ccc4a5e983b0858ad5b03966a9e54db0094916e47605a,1.0,1.0,1475.5666666666666,60
0604a235e17087e6fa800b8197911bbb547a31ce2df54aad05d4ba79d2e279ba,1.0,1.0,18759.333333333332,6
060e4307caae83b07b0a86dd3b77f3a7e77eb18fae2a361fa27857760ee8ad49,1.0,1.0,1805.5,6
0610be2288f4e3b759e6eba568faf2edbadc0ac87749ed2964f6bb78421789d4,0.9889867841409692,1.0,675.3281938325991,454
0616da6debd7ebb07a763401b1145011cef17492cf2b28a787344857ba5d3be3,1.0,1.0,4878.4807692307695,104
0671ebdc8facc9418d1dd1f00ecbb10162d2536565391c3bcf7b123ee59a9385,0.9587301587301588,1.0,3002.64126984127,315
0674e658842df0834c3d213c7772f42e96283d99e18cb82f8b9247d24db5b71d,1.0,1.0,1615.573717948718,312
067636b0da1ad02f219acd91cbba72d20ddb9681941fd4c4ac9dcedce79305ab,0.9595687331536388,0.9703504043126685,672.355795148248,371
067beb2294918c7d18f877a415e7ca9dc67723d1eac562094da1dc16270615f0,1.0,1.0,0.0,1
06904a74a3b04d5f0c6cc7e0fab6cd10661e8ec9ccb3029ef0d2fc4f3f3cfcdf,1.0,1.0,1623.5045871559632,109
069f758e7e2559eff5dd34d7205cbc68038e2e58e79884c94b2e2a8ba51ed965,0.9272727272727272,1.0,500.1,110
06c0f1468b20e4ec8031c138a913093ab53a384a2c88cb8c97d9ff61adfab5d0,1.0,1.0,611.0419075144508,692
06c5ea5ccda4dfd8839c0dec8646fb3071d2c02883ef8a9f715aaa74f38d2419,0.8883968113374667,0.9911426040744021,3022.691762621789,1129
06c881046448226f804df9100ba0e9fc8212373e302d77c4f68b893cda092913,1.0,1.0,1850.8936170212767,47
06dcdef718bb70b10ea11631c6ffbca2eba95a9eb5fe43405a50543c7821c955,0.9517241379310345,1.0,1116.6620689655172,145
0706a4cfe6e8a7594ceb2c35bf4405cd4079f03d1323c2866a98f97f17977929,1.0,1.0,468.5,12
07081c5924576dbd8f1fbe67c950025a9fa15045bfda55d47588903ecec71f41,0.991304347826087,0.991304347826087,1466.4782608695652,115
0723721ed554babf414458760d1eecbf61fb23bf7dbcf9956d29c3643e244235,0.5526315789473685,0.5789473684210527,68207.76315789473,38
073550b518a7c694d078ba601fb5a9b0b49887d170c101c70a4823668ec066f4,0.8695652173913043,1.0,1115.9565217391305,46
074c154f4683ef0c32293981196195899390c8b296e33d789c4875adb5932a32,1.0,1.0,4200.578947368421,19
075bf5624981db8915f455a8f0e6bc8035fc3557718ac57e7d7996c2972866ed,1.0,1.0,838.5087719298245,114
075da088443887097a2be45027605b87c4406f45139005c7b33f8b45c7ea3c45,1.0,1.0,499.943661971831,71
07629942e09ea4a4ce16e2a467123780c1a325e41475a202a4143a97f5f3a062,1.0,1.0,19106.235294117647,17
0781fa1a794a28f7a76f0517c4997e67d12df32c07fbca802a35cde872035b18,0.7777777777777778,1.0,1693.8271604938273,81
0799dadf29903fe08b2aeb55db195a1f219d2324e490e660bad07c02d5f1667a,1.0,1.0,322.4,5
07a8c4ee736d8a8c25dae139ed24f91c480d0bf8aa5a06fdf1dc47410cd50a53,0.8797814207650273,1.0,847.4918032786885,183
07b0522a2b5246dbbb18c9f159c783b64a946e4bdc3bb2dff5e44d5b4e751622,1.0,1.0,661.3709677419355,62
07b637587be63f0a360537aa952508bcf9e4c70634405173415cee10cb275ec6,0.52,0.76,28788.28,25
07c048939960a54cf02265ec6055a847454fb074059b2695de3cd2737baef01a,1.0,1.0,3238.5,10
07d20237c7b30d2dec3bcae286e2a3c34e5fce54e4985229d62df41afba401c9,0.9697160883280758,0.9873817034700315,1047.8473186119875,1585
07fa1c09986d0f1a0c080ef348f2229c098dd5f01276549ca26ba9cd5cbedf0a,1.0,1.0,1038.3488372093022,43
0804bd2449e450e1e25565d4c15f839b635c1e016d18cc5ffd6224960081c61d,0.8342105263157895,0.9552631578947368,3123.492105263158,380
08060dbaea488a1d2de4147d62caddd1796956f1404eeb6172985e00fb8cbd10,1.0,1.0,2635.45,40
081d8011f3a2afd80a6d6cd07f9b8dd52f27ab047ed870036b2b2aa7803772d3,1.0,1.0,8021.935483870968,31
0822e5124a6667bf4f55a27ebadbffe4f20d31cb364b4282378a9dbccdddc46c,1.0,1.0,0.0,1
0828a9352d92ead49dfdaf1a007f783b2431036ab7e99305eb50e21549e451a1,0.5764925373134329,0.9757462686567164,1011.4272388059702,536
08333916e4ae76044db8421dac24bba869c800657f3e0310139b697ea39ce670,0.8369632856253889,0.9489732420659615,1970.1281891723709,1607
0840ca161b79ee7255cfd15f814dbdb34a6d9a75752f7e487395c859356a003e,0.9545454545454546,1.0,245.1818181818182,88
085b753df57f848f258f8b670859582d90bdea494c1282a4a005886eab88c62d,0.8308270676691729,0.8796992481203008,2246.906015037594,266
086c01db19984c5608646ac639f73b170957c89ddd5869da9b2318f8abaabbad,1.0,1.0,720.1428571428571,168
0876541f3f3f0a01ae8dbc8578a311087c80d1c3d7a8a328b3fe02dc661ffa8d,1.0,1.0,1530.6666666666667,3
08821c2b999d00618670102f235e2cf708a133e2fa4156f1e85f5aac22838581,0.9930555555555556,1.0,1836.5381944444443,288
08855c81c1e5e2904897672a1d75fade08d58e7fae59e7ca072aa10aad988196,1.0,1.0,277.2,5
08a4151624c2cb056466e471b06c22f422ed79106c48227943866d39bf41a5a9,0.7873831775700935,0.9228971962616822,1098.927570093458,428
08b62982c10071c5087e401ee6894d4dfe2d1701fa450ff9d63947ae3021d7d3,0.9177215189873418,1.0,2871.987341772152,158
08b8964e4b6e849e4e1ac7e9c42815f3eae52055225f327cfad5eb05ae71eebe,0.6714068054850177,1.0,5177.02031488065,1969
08c04e5ee490fb4cbd85f6e8b76892def485700c8d773a054f72fe7da4ac71f7,0.45161290322580644,1.0,1760.0,155
08c630da9d03c4d12f635876862654cf4d56045cd22820a111ad77e421ae6788,0.015273535129130798,0.01721743960011108,1505.7098028325465,3601
08ca332cd99d0c1812504133a9b1a13d0ccb8d7afde60b6f79858c30d0797632,1.0,1.0,51977.18446601942,103
08ca7608db1ae676dd274c2cf2afc30179be0aabc2e5caa3c2042d87d628f947,1.0,1.0,1411.2,10
08caa9619d6a78790015c50936dbfc8ebe127dd41a5d526c5a71f0f18832ee63,0.14912280701754385,1.0,2195.561403508772,114
08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,0.04718464926077383,0.05567788612771312,1763.9893048128342,3179
092e82f40414c740943e7d743e07ab27dc5ee09994bda948e5e504dd65e70ec7,0.9481946624803768,1.0,612.5965463108321,637
093a45cae6ba3950d304e56401366854bbfa8a33c487cecaf1101f05f611c624,0.9047619047619048,1.0,1981.5873015873017,63
09464d94d98cb6cd45e28f102f91e3ba7bc94f855d3de66a5feb6399bb1ed12b,0.9558823529411765,1.0,23052.573529411766,68
094c70ecdc5d71000fe12e4ef9eb341ba07f7c18233a96aa661cd0995f4956d0,1.0,1.0,25849.494505494506,273
09628bf108ef29df72f99b17342887cfe32803d24827bf5e59c3662ac97db0a9,0.8247914183551848,0.9582836710369488,8426.56495828367,839
097317affb324982794696000f6271188a669f44cd8251185ea375bb62eb72a2,1.0,1.0,16355.359375,64
097c5bb2a7f57091823f09c8caa49aae7929a5da1eddb469624ff9a96d512a65,1.0,1.0,2618.1304347826085,46
098def5160dbb31d264b1bce2b1e3b50ff643f105922ffe83ec9d5741d8a3872,0.47435897435897434,1.0,1052.8333333333333,78
099068a1a9b89fb02b364680ce043ab3f47b1abfe8c9f533e7da789f59d27656,0.9759305905401623,1.0,29273.85614329695,3573
099561a6af3cdfcf6965314dd2c3c34b398ee474b04559b7ed0bfa2a2d2b23a8,1.0,1.0,2566.342560553633,289
09ccba3b09e3005668c4cddd183ae27c934675124207d66597e5e86900863bfd,0.9783783783783784,1.0,782.9567567567567,185
09ebce83dc21568072521eb293feb6cfc6fb74e0d287d13c0b4da19226e78c82,1.0,1.0,9648.777777777777,9
09ef2fbfbe33df41acc0aa8aeb105cfed191ede77e735a1ee5e13127d143218a,0.045454545454545456,1.0,22386.70909090909,110
0a29276c2659979d4e44782e910592b27563c670dc1f3796346e3986ca69d871,1.0,1.0,922.3333333333334,15
0a382c9099d18ef5b43ca05059c24e020b2ec7af18509e8b2046522d10168a07,0.7913385826771654,0.9251968503937008,433.7992125984252,254
0a47d300e61196e214bdb9b18c347f5fce780d571599d6ade0430010716dea98,1.0,1.0,13191.333333333334,3
0a98989d0c27f344d2e45cefc7daffdf53ed39a6031eb36da21523cc6f3222af,1.0,1.0,2418.5986842105262,152
0aa202aa5d4123e4639ce5e0e8749bc89b0fa0d7699798be36bbbc1dcceb13a7,0.7333333333333333,1.0,5112.933333333333,30
0aa60cf7b4d4820dc40d2c6adc7a4b7249cded75d12a1e1e2e4875115ca22783,0.9932432432432432,1.0,1006.0878378378378,148
0aadc8d8cab816bff53765a97f528c7eb5b3ec93738d79922ebc7741b727c2d0,0.7464788732394366,1.0,6540.683098591549,142
0ab0b3e07980adfe167957de57d19d80444114466ea4ef8c817a4a1957fb12ae,1.0,1.0,2818.7471264367814,174
0aedb864c64a82487e9d40f500758be4385a478e9ec3860bd3b6e8ae84695af5,0.9428571428571428,0.9809523809523809,2095.4857142857145,105
0aff8d5c6a5068e035f48d5b2a7854f1c3cfa1495ff2998b6ea07df49326c150,0.8686868686868687,1.0,69583.39393939394,99
0b03bbf8c813ebe079856604b9a4e0a0369e3b49d1b6ccf13984d426e543a8a2,1.0,1.0,3190.6692307692306,260
0b23c07d742f07f443d99fcfafefc30922c25bd88458dcc4ce36cb80ba5489b9,1.0,1.0,2512.8297872340427,47
0b294dc6c486d2db1e89dec0f7d322f3f3c69e7a7808ac4d4f65f240bda51ebc,0.8369230769230769,0.9538461538461539,871.4307692307692,325
0b48d9f0c002d3954c15148bfb3723fa5297b95b83b8b8b4a622cd42d97d7922,0.9835820895522388,1.0,845.0776119402985,670
0b5488e12f8f6bde6cd1c58665370df270d4a092f1164b4f001f6217a4ad7ec3,1.0,1.0,1578.75,4
0b6ce95db43858a032b0fad8a0aa20b01f2d02197c090846f677a37b50b5c752,0.9911504424778761,0.995575221238938,1492.9026548672566,226
0b772c5cc6cc2b02a79bba795df8edcfac07b81030ac26ee1998738b97221c4e,0.7688679245283019,0.9905660377358491,3243.254716981132,212
0b95d17d96d2f6f51917145555f858fa37a097fb6b9d7188f4aebd20662a2e6f,1.0,1.0,2956.735632183908,87
0b9e8ffba6e141079ea6dd6ab07fc3fca7167384b320ba93cc1335f8250bf855,1.0,1.0,745.5283018867924,53
0baf4e0e1645889326d5d42c40bf83f3570725e3e50877f0641db47bed2e3279,1.0,1.0,7582.0,20
0bb33d461a6a3c4dc09a103088e35cd40b510fde3e30201a7ab586fa10c93e65,0.8311688311688312,0.8831168831168831,10308.753246753247,77
0bdd99e6017b2f88734a79402fbf3e96ed26395cfde39966b874f8d2db56cd32,0.848297213622291,0.9969040247678018,1797.860681114551,323
0bec51adc07adc0e97f2e39993f4537e654de3ee4a0d81a48421542969f17cd6,1.0,1.0,589.0,2
0bec593b3a48cddfbb0f356e8d64186c003bff70fbfd44b496f691c659b9de0f,1.0,1.0,2408.0057142857145,175
0bfca91c0e480cf994e6076218a7d8d871ba63c9a12d7ade1020271781f016ad,0.8666666666666667,1.0,2339.0,15
0c03ff82e67785f3fb90ff539e6239d0a8121c905e05bdd776d9174776a15734,0.975609756097561,0.9988913525498891,2325.6441241685143,902
0c1e4ef4e62a760e1ec3030424c41539eea90dffd61d07adca7d06c56dbcdda0,0.915057915057915,0.9980694980694981,7320.855212355213,518
0c1ea62f185e6fa34cc2c26b4de07b83921b1a8fc63fd7852ba1ca04ed0e8953,1.0,1.0,4905.944444444444,18
0c2e5de3d3c15f82f2206937822aab75f5bf8a25f9d5ea820e366861c0a64ad2,0.7228915662650602,0.8795180722891566,66340.15662650602,83
0c4199c8bf3b462ed9085b3a83c82ab660c7ca6be7619cef00f436b52461cc53,0.967032967032967,0.978021978021978,3288.263736263736,91
0c44dd2cfd7df098aae9ca7edf592c17ebf88a8d9632c37ae34e1142e8262af1,0.6996805111821086,0.9105431309904153,1246.5878594249202,313
0c679405605ca5288e1230489975e02bd175ae939974270061b6b44c9b176247,0.8625792811839323,0.9957716701902748,1642.6109936575053,473
0c84de19713a234f730dc8399001eb44905fc09c97ae72a357993bc6d4d73a1e,1.0,1.0,24179.815950920245,163
0c9d1e5fd0a6f92545db51d687908d2848214b7745b29756c905fadf915df1d4,0.7583333333333333,0.9916666666666667,2214.1583333333333,120
0cb37893a0072db461100d91e8de1a0c6a7c6d5dbb4a2491b45591a0d1115ac7,0.9282700421940928,0.9578059071729957,1107.035864978903,948
0cd865af06cbff34e132d243341099d2c3ecf307cbaa8c6271ae6076a0193a20,0.940677966101695,0.9872881355932204,1733.1016949152543,236
0cda333980decc8bad60985c8420e3e36577163306c3c78c12b624284766bc50,1.0,1.0,1196.5342465753424,73
0cefe1c43f3660f88568e7b62db4306770f753ff344b00714fbcb115a7de45f0,0.995575221238938,1.0,902.4203539823009,226
0d10c584a0b78a498605ace85ee343ac2e324647f9b850b5a0585b1f1f2ee746,1.0,1.0,535.8888888888889,72
0d199e00ef1439bb6a944801bf94da6f5be16e0505e938cb09b4dc917fc83119,0.9854721549636803,0.9854721549636803,869.1767554479419,413
0d20c1dbe2a6f3b3fd1f236b06dd7377b6333a89ee170ed18e2e61ee3be15617,1.0,1.0,6012.36,25
0d2690743c69a207f8803b01f1eca0d67b4f25f2c35db94602230c8a58ac5caf,1.0,1.0,3499.4375,16
0d29637a354039c05950e6ad4aab2a02c7d79ab74ff84194ddf186c872156fab,0.9620253164556962,0.9620253164556962,30918.240506329115,158
0d38927bec742424808fd7f07f976c3bf2e40a58e944feea7cf841f6a591afb5,0.7475728155339806,1.0,1247.893203883495,103
0d46addf1c696236cdcacdd17038f71578bedc4c7268d3a4e15d921fe09a0c5f,0.7380952380952381,1.0,931.2857142857143,42
0d4a17b382c8d0d91db4377920e53ecba9127d879bbb641d0792f6d7ea53c091,1.0,1.0,3183.6619718309857,71
0d52a265fbc033560fbf435e5c50fd17464c1750ab4021402e32807cecd6426d,0.9741935483870968,1.0,1128.6903225806452,155
0d6223b84fe2ebb705e6fb8618ef5b532729b7b9c6a2b997d48579e788257cea,1.0,1.0,6225.135922330097,103
0d71c8e647106d2f8f228d8971a5a37e93dc968c2826c4edd9746853ef169b5d,0.8175182481751825,0.9927007299270073,612.9416058394161,137
0d873803c091883f4c272614a66aa3a4672e06f3c01a970597d438db5cc9a4c8,0.9859154929577465,1.0,1936.380281690141,213
0d8fad045fd9208f7c8efaaf2b0ad32972c4167bfc4a16e9a0597abe4e22d39f,1.0,1.0,11325.307692307691,13
0d97843ac94006d26b321bce1ec0a9c4acf05cd1c142cc349c7cc91d6d900c69,0.9841269841269841,1.0,1143.8480725623583,441
0d9cc152a6a6f9f9482cdcf602a89f8f46c2960897254886de85fa5513dab72f,0.8372093023255814,1.0,5092.201550387597,129
0db759f8dd05d656c853d51d6ebacafb70ae3772be7feb9ab9ab94184216672b,1.0,1.0,302.1904761904762,21
0dbe3799aad33864aef68046539c4bcfbcc48ce1f36291fb9d82798ee2075700,0.9974025974025974,1.0,24872.976623376624,385
0dfb3454f91a02a2e526f7f9e38736048bd291d833cd583e8da670cab16b9a6d,0.7608695652173914,0.7608695652173914,1441.0,46
0e0bd5ae68fb417d2db6ccb1df8b372ae602c16af885c9b3df023cf59cdfa0b0,0.896551724137931,1.0,4032.0,29
0e0fb825e510abdeea0c0678ac190d33b8d6874aadbf25c898378e0e0a07cd7b,0.7931034482758621,0.9762931034482759,713.6012931034483,464
0e239c1493eae341289c9b09fa9a088facb2b36cb0e6ace075682efca1083ca4,0.16666666666666666,0.3333333333333333,1144.4166666666667,24
0e27aa5134cf6fe779d2e3a67c4cbdc2a7fa2f8949c3c3b20be3c02b15df7dc1,1.0,1.0,117900.0,14
0e2830831d0828a00f24ed4da6050261f9be4a8162a26a1e5db85c3b2cf2a7e1,0.8903225806451613,0.9935483870967742,2375.1290322580644,155
0e2d2d239550b000f80208c2e2683d884ed1c72f36f4979c0ad6c69c785c6acb,0.6086956521739131,1.0,1742.9347826086957,46
0e3175855382aaab468debc9dd89dd74e4ba77b5154d615580ed53318e3ee723,0.974025974025974,0.9967532467532467,3358.7337662337663,308
0e6cea03e7ffc92e0159c96e890b941825f77d8a4a1661d092af337a0562014b,1.0,1.0,713.9245283018868,53
0eaa8a912aa1aaf5af6b9c3fb7932c8cbdd870a1b53ee2b50bc1b4397786eee3,0.9249146757679181,1.0,4254.4982935153585,293
0ec9f95a971ef3aece886fe151721d01db835455aad360344cb763a335ba0cf4,0.7906976744186046,1.0,2809.0232558139537,129
0efd2123e5bb8529b92dc395afd2eea08e0c60998d25dbd448c6975f96018da9,1.0,1.0,706.0,1
0f0620ba58c1318a443e7b32d5ae5d9ab8b7abb617f7f4b78fae37150864e012,0.888558692421991,0.9925705794947994,4571.411589895988,673
0f36ead8dd847148354f7bdf2c01c229782c1788b5a2b29de494c42b21b2fee5,1.0,1.0,985.7657657657658,111
0f51b97e9a21da3b8a58013f10e391f364d76455b455c360b797c74f8fc7ca4e,1.0,1.0,4710.388888888889,36
0f70742f1e40b4797fe0db46024d84dc1705830c7cda886afd6f24da945cb619,1.0,1.0,1578.3333333333333,15
0f9092b094e5130eb09330701fff35a41f3ad897fc699b21e6ec57be1b7892c9,0.8260869565217391,0.9710144927536232,1669.1642512077294,414
0fb0d5c21ffc06225341a4a24eea4ff8cfe1be0ca2ec1d329130a684cf603174,1.0,1.0,2753.0833333333335,12
0fd01fa104450a708a61b529afcbcc735b1ccb3e7a158115b53368d0506e1afb,0.7777777777777778,1.0,11271.888888888889,18
0fda79ccbe4cd804b41710be62c5f6f55db5074746a0cb9913c132320e89e21d,1.0,1.0,3342.4920634920636,63
0ff999d5247385a45c0a79aab6b5cfd0d448abd6b3772c9e1b460c5a07cb5cf7,0.014011799410029498,0.6799410029498525,1920.225663716814,1356
10062590d08241fe1c39f903e27c9a730b1cc3aa16f469fdbb7bffd6c5350c79,1.0,1.0,25771.766666666666,30
1007d919b371765effa3c9986ba5b3af61ea9fe755f21762e7907d6a80f1e5b3,0.9215291750503019,1.0,1054.3172367538564,1491
100a82e1e7a6bbd932c27c702a5c385f5f0b831b44a52e9206b509a18ea6ce09,1.0,1.0,0.0,1
